variable,loading_pc1,loading_pc2,variance_explained_pc1
ycom_happening,0.3486053797594914,0.54583585971546,0.8473536502969056
ycom_worried,0.36127192905697736,-0.25071593862750285,0.8473536502969056
ycom_regulate,0.3501319753815602,0.3378879894228154,0.8473536502969056
ycom_human,0.365723236761133,-0.1832531452673181,0.8473536502969056
ycom_supportRPS,0.34835194010014503,0.25183260143860625,0.8473536502969056
dem_minus_rep,0.3541420887355153,-0.5257931548719268,0.8473536502969056
prop30_yes_share,0.33367020787560653,0.2050452289217424,0.8473536502969056
prop68_yes_share,0.36538951213372056,-0.3309578174921669,0.8473536502969056
